file,line,family,rule,bucket
esphome/components/noblex/noblex.cpp,167,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,188,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,201,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,205,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,217,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,221,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,235,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,240,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,266,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,271,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,290,esp-idf,log,component-local
esphome/components/noblex/noblex.cpp,293,esp-idf,log,component-local
esphome/components/noise/noise_handshake.cpp,135,esp-idf,log,component-local
esphome/components/npi19/npi19.cpp,86,esp-idf,log,component-local
esphome/components/npi19/npi19.cpp,93,esp-idf,log,component-local
esphome/components/nrf52/dfu.cpp,9,esp-idf,include,component-local
esphome/components/nrf52/uicr.cpp,5,esp-idf,include,component-local
esphome/components/ntc/ntc.cpp,24,esp-idf,log,component-local
esphome/components/number/number.cpp,25,esp-idf,log,component-local
esphome/components/number/number_call.cpp,11,esp-idf,log,component-local
esphome/components/number/number_call.cpp,16,esp-idf,log,component-local
esphome/components/number/number_call.cpp,64,esp-idf,log,component-local
esphome/components/number/number_call.cpp,83,esp-idf,log,component-local
esphome/components/number/number_call.cpp,93,esp-idf,log,component-local
esphome/components/number/number_call.cpp,113,esp-idf,log,component-local
esphome/components/one_wire/one_wire.cpp,34,esp-idf,log,component-local
esphome/components/one_wire/one_wire.cpp,42,esp-idf,log,component-local
esphome/components/one_wire/one_wire.cpp,46,esp-idf,log,component-local
esphome/components/one_wire/one_wire_bus.cpp,22,esp-idf,log,component-local
esphome/components/one_wire/one_wire_bus.cpp,27,esp-idf,iram-attr,component-local
esphome/components/one_wire/one_wire_bus.cpp,53,esp-idf,log,component-local
esphome/components/one_wire/one_wire_bus.cpp,86,esp-idf,log,component-local
esphome/components/online_image/download_buffer.cpp,14,esp-idf,log,component-local
esphome/components/online_image/download_buffer.cpp,21,esp-idf,log,component-local
esphome/components/online_image/download_buffer.cpp,50,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,28,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,32,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,36,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,44,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,49,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,54,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,80,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,89,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,95,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,101,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,103,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,108,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,114,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,116,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,118,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,125,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,129,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,140,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,153,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,167,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,193,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,203,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,214,esp-idf,log,component-local
esphome/components/online_image/online_image.cpp,221,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,124,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,132,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,149,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,248,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,268,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,277,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,292,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,301,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,312,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,321,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,341,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,352,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,373,esp-idf,log,component-local
esphome/components/opentherm/hub.cpp,380,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,12,esp-idf,include,component-local
esphome/components/opentherm/opentherm.cpp,15,arduino,include,component-local
esphome/components/opentherm/opentherm.cpp,120,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,131,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,134,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,217,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,220,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,225,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,233,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,251,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,252,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,253,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,261,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,262,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,269,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,270,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,279,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,281,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,286,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,291,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,297,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,301,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,304,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,309,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,315,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,320,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,323,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,327,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,332,esp-idf,err-type,component-local
esphome/components/opentherm/opentherm.cpp,341,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,349,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,356,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,368,esp-idf,iram-attr,component-local
esphome/components/opentherm/opentherm.cpp,534,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,536,esp-idf,log,component-local
esphome/components/opentherm/opentherm.cpp,541,esp-idf,log,component-local
esphome/components/opentherm/opentherm.h,16,esp-idf,include,component-local
esphome/components/opentherm/opentherm.h,381,esp-idf,err-type,component-local
esphome/components/opentherm/output/opentherm_output.cpp,9,esp-idf,log,component-local
esphome/components/opentherm/output/opentherm_output.cpp,19,esp-idf,log,component-local
esphome/components/opentherm/switch/opentherm_switch.cpp,13,esp-idf,log,component-local
esphome/components/opentherm/switch/opentherm_switch.cpp,15,esp-idf,log,component-local
esphome/components/openthread/automation.cpp,13,esp-idf,log,component-local
esphome/components/openthread/automation.cpp,23,esp-idf,log,component-local
esphome/components/openthread/automation.cpp,31,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,88,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,96,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,98,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,101,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,107,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,116,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,119,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,137,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,145,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,151,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,157,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,161,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,169,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,177,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,215,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,217,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,221,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,238,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,243,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,248,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,251,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,255,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,258,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,266,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,274,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,281,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,284,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,296,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,298,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,306,esp-idf,log,component-local
esphome/components/openthread/openthread.cpp,310,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,6,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,7,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,8,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,10,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,15,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,16,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,17,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,18,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,19,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,20,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,21,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,22,freertos,include,component-local
esphome/components/openthread/openthread_esp.cpp,23,freertos,include,component-local
esphome/components/openthread/openthread_esp.cpp,24,esp-idf,include,component-local
esphome/components/openthread/openthread_esp.cpp,39,esp-idf,nvs,component-local
esphome/components/openthread/openthread_esp.cpp,42,freertos,task-create,component-local
esphome/components/openthread/openthread_esp.cpp,52,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,54,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,106,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,112,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,118,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,126,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,136,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,145,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,159,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,168,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,181,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,182,esp-idf,wifi,component-local
esphome/components/openthread/openthread_esp.cpp,186,arduino,ipaddress,component-local
esphome/components/openthread/openthread_esp.cpp,208,esp-idf,log,component-local
esphome/components/openthread/openthread_esp.cpp,212,esp-idf,watchdog,component-local
esphome/components/openthread/openthread_esp.cpp,215,esp-idf,watchdog,component-local
esphome/components/openthread/openthread_zephyr.cpp,21,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,24,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,30,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,47,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,55,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,62,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,69,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,79,esp-idf,log,component-local
esphome/components/openthread/openthread_zephyr.cpp,106,arduino,ipaddress,component-local
esphome/components/openthread_info/openthread_info_text_sensor.cpp,10,arduino,ipaddress,component-local
esphome/components/opt3001/opt3001.cpp,36,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,44,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,50,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,68,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,75,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,88,esp-idf,log,component-local
esphome/components/opt3001/opt3001.cpp,112,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_libretiny.cpp,34,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_libretiny.cpp,51,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_libretiny.cpp,64,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_rp2.cpp,1,arduino,guard,component-local
esphome/components/ota/ota_backend_arduino_rp2.cpp,40,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_rp2.cpp,57,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_rp2.cpp,70,esp-idf,log,component-local
esphome/components/ota/ota_backend_arduino_rp2.cpp,82,arduino,guard,component-local
esphome/components/ota/ota_backend_arduino_rp2.h,2,arduino,guard,component-local
esphome/components/ota/ota_backend_arduino_rp2.h,28,arduino,guard,component-local
esphome/components/ota/ota_backend_esp8266.cpp,125,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,167,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,177,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,266,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,276,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,300,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,320,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,334,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp8266.cpp,345,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,9,esp-idf,include,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,13,esp-idf,include,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,28,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,70,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,82,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,90,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,91,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,94,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,96,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,123,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,146,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,148,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,149,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,150,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,152,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,155,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,176,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,177,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,178,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,179,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,205,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,207,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,208,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,215,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,232,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,233,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,236,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,238,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,244,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,248,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,250,esp-idf,log,component-local
esphome/components/ota/ota_backend_esp_idf.cpp,256,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_esp_idf.h,8,esp-idf,include,component-local
esphome/components/ota/ota_backend_esp_idf.h,9,esp-idf,include,component-local
esphome/components/ota/ota_backend_esp_idf.h,57,esp-idf,err-type,component-local
esphome/components/ota/ota_backend_host.cpp,85,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,91,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,95,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,99,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,103,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,107,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,111,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,163,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,169,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,173,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,177,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,193,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,207,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,213,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,224,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,233,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,247,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,258,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,274,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,279,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,287,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,294,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,306,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,310,esp-idf,log,component-local
esphome/components/ota/ota_backend_host.cpp,320,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,10,esp-idf,include,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,11,esp-idf,include,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,19,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,22,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,23,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,34,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,35,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,47,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,69,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,76,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,77,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,78,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,82,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,88,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,91,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,102,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,103,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,113,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,119,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,121,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,122,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,126,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,130,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,131,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,132,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,136,esp-idf,log,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,139,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,142,esp-idf,err-type,component-local
esphome/components/ota/ota_bootloader_esp_idf.cpp,143,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,10,esp-idf,include,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,11,esp-idf,include,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,12,esp-idf,include,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,55,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,56,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,57,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,71,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,120,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,129,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,134,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,138,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,142,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,146,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,151,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,170,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,180,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,192,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,201,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,210,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,213,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,216,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,217,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,228,esp-idf,nvs,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,232,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,235,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,239,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,242,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,247,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,248,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,261,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,264,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,266,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,267,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,274,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,277,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,278,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,287,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,288,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,293,esp-idf,err-type,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,294,esp-idf,log,component-local
esphome/components/ota/ota_partitions_esp_idf.cpp,327,esp-idf,err-type,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,13,esp-idf,include,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,14,esp-idf,include,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,15,esp-idf,include,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,17,esp-idf,include,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,98,esp-idf,err-type,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,125,esp-idf,err-type,component-local
esphome/components/ota/ota_signature_esp_idf.cpp,252,esp-idf,err-type,component-local
esphome/components/packet_transport/packet_transport.cpp,219,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,342,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,350,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,374,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,389,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,397,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,403,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,407,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,413,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,428,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,432,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,437,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,447,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,451,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,461,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,471,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,475,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,487,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,495,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,506,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,508,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,513,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,518,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,528,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,537,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,539,esp-idf,log,component-local
esphome/components/packet_transport/packet_transport.cpp,613,esp-idf,log,component-local
esphome/components/pca6416a/pca6416a.cpp,29,esp-idf,log,component-local
esphome/components/pca6416a/pca6416a.cpp,49,esp-idf,log,component-local
